,Label,Area,Mean,Min,Max,MinThr,MaxThr,Type,%,Region,notes,,plate,well,sym,temp,treatment,day,,calculation
182,Snap-681.czi,16.193,810.278,475,3877,475,65535,Symbiont Area,17.515,Pedal disc,,,4,C2,Sym,HS,Sym-HS,1,,17.5144665
183,Snap-684.czi,36.048,383.708,262,2978,0,65535,Tentacle Area,0,Pedal disc,,,4,C3,Sym,HS,Sym-HS,1,,0
184,Snap-683.czi,12.062,899.936,576,2040,576,65535,Symbiont Area,33.46,Pedal disc,,,4,C3,Sym,HS,Sym-HS,1,,33.46094097
185,Snap-686.czi,32.999,344.002,192,2504,0,65535,Tentacle Area,0,Pedal disc,,,4,C4,Sym,HS,Sym-HS,1,,0
186,Snap-685.czi,9.45,823.899,519,2078,519,65535,Symbiont Area,28.637,Pedal disc,,,4,C4,Sym,HS,Sym-HS,1,,28.63723143
187,Snap-690.czi,66.895,416.205,248,2458,0,65535,Tentacle Area,0,Pedal disc,,,4,C5,Sym,HS,Sym-HS,1,,0
188,Snap-689.czi,12.545,352.18,207,2179,207,65535,Symbiont Area,18.754,Pedal disc,,,4,C5,Sym,HS,Sym-HS,1,,18.75327005
191,Snap-692.czi,112.672,229.494,85,2498,0,65535,Tentacle Area,0,Pedal disc,,,4,C6,Sym,HS,Sym-HS,1,,0
192,Snap-691.czi,18.643,420.303,252,2981,252,65535,Symbiont Area,16.546,Pedal disc,,,4,C6,Sym,HS,Sym-HS,1,,16.54625817
193,Snap-694.czi,115.547,299.359,109,1382,0,65535,Tentacle Area,0,Pedal disc,,,4,D1,Sym,HS,Sym-HS,1,,0
194,Snap-693.czi,18.994,486.081,281,2842,281,65535,Symbiont Area,16.438,Pedal disc,,,4,D1,Sym,HS,Sym-HS,1,,16.43833245
197,Snap-696.czi,72.049,257.206,150,1823,0,65535,Tentacle Area,0,Pedal disc,,,4,D2,Sym,HS,Sym-HS,1,,0
198,Snap-695.czi,17.623,510.483,314,2148,314,65535,Symbiont Area,24.459,Pedal disc,,,4,D2,Sym,HS,Sym-HS,1,,24.45974268
199,Snap-698.czi,60.524,253.362,163,1447,0,65535,Tentacle Area,0,Pedal disc,,,4,D3,Sym,HS,Sym-HS,1,,0
200,Snap-697.czi,14.96,615.522,379,1889,379,65535,Symbiont Area,24.717,Pedal disc,,,4,D3,Sym,HS,Sym-HS,1,,24.71746745
201,Snap-700.czi,52.159,243.728,135,1589,0,65535,Tentacle Area,0,Pedal disc,,,4,D4,Sym,HS,Sym-HS,1,,0
202,Snap-699.czi,10.242,679.137,414,2887,414,65535,Symbiont Area,19.635,Pedal disc,,,4,D4,Sym,HS,Sym-HS,1,,19.63611266
203,Snap-702.czi,46.074,268.076,132,1749,0,65535,Tentacle Area,0,Pedal disc,,,4,D5,Sym,HS,Sym-HS,1,,0
204,Snap-701.czi,14.713,693.355,445,2876,445,65535,Symbiont Area,31.933,Pedal disc,,,4,D5,Sym,HS,Sym-HS,1,,31.93341147
205,Snap-704.czi,57.603,326.121,204,2747,0,65535,Tentacle Area,0,Pedal disc,,,4,D6,Sym,HS,Sym-HS,1,,0
206,Snap-703.czi,14.145,567.711,348,2237,348,65535,Symbiont Area,24.555,Pedal disc,,,4,D6,Sym,HS,Sym-HS,1,,24.55601271
207,Snap-706.czi,122.033,251.746,112,2013,0,65535,Tentacle Area,0,Pedal disc,,,5,A1,Sym,HS,Sym-HS,1,,0
208,Snap-705.czi,36.71,693.9,447,3561,447,65535,Symbiont Area,30.082,Pedal disc,,,5,A1,Sym,HS,Sym-HS,1,,30.08202699
209,Snap-708.czi,60.878,432.692,177,2833,0,65535,Tentacle Area,0,Pedal disc,,,5,A2,Sym,HS,Sym-HS,1,,0
210,Snap-707.czi,16.4,816.244,497,2697,497,65535,Symbiont Area,26.939,Pedal disc,,,5,A2,Sym,HS,Sym-HS,1,,26.93912415
211,Snap-710.czi,94.491,325.048,181,2219,0,65535,Tentacle Area,0,Pedal disc,,,5,A3,Sym,HS,Sym-HS,1,,0
212,Snap-709.czi,20.106,847.806,517,2689,517,65535,Symbiont Area,21.278,Pedal disc,,,5,A3,Sym,HS,Sym-HS,1,,21.27821697
213,Snap-712.czi,96.111,386.297,221,3310,0,65535,Tentacle Area,0,Pedal disc,,,5,A4,Sym,HS,Sym-HS,1,,0
214,Snap-711.czi,21.975,565.159,343,2197,343,65535,Symbiont Area,22.864,Pedal disc,,,5,A4,Sym,HS,Sym-HS,1,,22.86418828
215,Snap-715.czi,91.321,270.902,137,2232,0,65535,Tentacle Area,0,Pedal disc,,,5,A5,Sym,HS,Sym-HS,1,,0
216,Snap-714.czi,16.26,821.872,491,3208,491,65535,Symbiont Area,17.806,Pedal disc,,,5,A5,Sym,HS,Sym-HS,1,,17.80532408
217,Snap-717.czi,48.029,280.388,137,1876,0,65535,Tentacle Area,0,Pedal disc,,,5,A6,Sym,HS,Sym-HS,1,,0
218,Snap-716.czi,7.311,812.542,478,3583,478,65535,Symbiont Area,15.221,Pedal disc,,,5,A6,Sym,HS,Sym-HS,1,,15.22205334
219,Snap-719.czi,39.777,327.631,183,2269,0,65535,Tentacle Area,0,Pedal disc,,,5,B1,Sym,HS,Sym-HS,1,,0
220,Snap-718.czi,9.546,961.474,556,3181,556,65535,Symbiont Area,23.998,Pedal disc,,,5,B1,Sym,HS,Sym-HS,1,,23.99879327
221,Snap-721.czi,42.018,364.486,174,1807,0,65535,Tentacle Area,0,Pedal disc,,,5,B2,Sym,HS,Sym-HS,1,,0
222,Snap-720.czi,5.534,1077.531,618,2887,618,65535,Symbiont Area,13.171,Pedal disc,,,5,B2,Sym,HS,Sym-HS,1,,13.17054596
223,Snap-723.czi,43.891,443.844,298,3378,0,65535,Tentacle Area,0,Pedal disc,,,5,B3,Sym,HS,Sym-HS,1,,0
224,Snap-722.czi,16.47,693.573,440,1768,440,65535,Symbiont Area,37.525,Pedal disc,,,5,B3,Sym,HS,Sym-HS,1,,37.52477729
1,Snap-725.czi,45.879,404.092,258,2767,0,65535,Tentacle Area,0,Pedal disc,,,5,B4,Sym,HS,Sym-HS,1,,0
2,Snap-724.czi,13.983,812.213,501,2128,501,65535,Symbiont Area,30.478,Pedal disc,,,5,B4,Sym,HS,Sym-HS,1,,30.47799647
3,Snap-727.czi,37.547,407.367,267,2085,0,65535,Tentacle Area,0,Pedal disc,,,5,B5,Sym,HS,Sym-HS,1,,0
4,Snap-726.czi,9.913,825.701,505,2871,505,65535,Symbiont Area,26.401,Pedal disc,,,5,B5,Sym,HS,Sym-HS,1,,26.40157669
5,Snap-729.czi,60.748,360.623,193,3199,0,65535,Tentacle Area,0,Pedal disc,,,5,B6,Sym,HS,Sym-HS,1,,0
6,Snap-728.czi,17.921,611.767,382,2917,382,65535,Symbiont Area,29.5,Pedal disc,,,5,B6,Sym,HS,Sym-HS,1,,29.50055969
7,Snap-731.czi,39.73,217.715,120,1058,0,65535,Tentacle Area,0,Pedal disc,,,5,C1,Sym,HS,Sym-HS,1,,0
8,Snap-730.czi,3.967,844.762,489,3050,489,65535,Symbiont Area,9.984,Pedal disc,,,5,C1,Sym,HS,Sym-HS,1,,9.984898062
9,Snap-733.czi,36.117,284.553,144,1964,0,65535,Tentacle Area,0,Pedal disc,,,5,C2,Sym,HS,Sym-HS,1,,0
10,Snap-732.czi,8.376,864.194,513,2846,513,65535,Symbiont Area,23.192,Pedal disc,,,5,C2,Sym,HS,Sym-HS,1,,23.19129496
11,Snap-735.czi,53.05,517.004,303,3328,0,65535,Tentacle Area,0,Pedal disc,,,5,C3,Sym,HS,Sym-HS,1,,0
12,Snap-734.czi,15.936,558.07,352,1627,352,65535,Symbiont Area,30.04,Pedal disc,,,5,C3,Sym,HS,Sym-HS,1,,30.0395853
13,Snap-737.czi,32.075,481.494,282,2397,0,65535,Tentacle Area,0,Pedal disc,,,5,C4,Sym,HS,Sym-HS,1,,0
14,Snap-736.czi,5.12,530.986,303,2266,303,65535,Symbiont Area,15.961,Pedal disc,,,5,C4,Sym,HS,Sym-HS,1,,15.96258769
15,Snap-739.czi,69.576,400.547,206,3476,0,65535,Tentacle Area,0,Pedal disc,,,5,C5,Sym,HS,Sym-HS,1,,0
16,Snap-738.czi,11.429,692.782,399,3671,399,65535,Symbiont Area,16.427,Pedal disc,,,5,C5,Sym,HS,Sym-HS,1,,16.42664137
17,Snap-740.czi,466.889,280.434,29,4095,0,65535,Tentacle Area,0,Pedal disc,,,5,C6,Sym,HS,Sym-HS,1,,0
18,Snap-740.czi,7.919,666.071,406,1846,406,65535,Symbiont Area,1.696,Pedal disc,,,5,C6,Sym,HS,Sym-HS,1,,1.696120491
19,Snap-743.czi,105.079,889.388,228,2965,0,65535,Tentacle Area,0,Pedal disc,,,5,D1,Sym,HS,Sym-HS,1,,0
20,Snap-742.czi,5.218,1383.546,744,3991,744,65535,Symbiont Area,4.966,Pedal disc,,,5,D1,Sym,HS,Sym-HS,1,,4.965787645
21,Snap-745.czi,62.977,411.795,208,2791,0,65535,Tentacle Area,0,Pedal disc,,,5,D2,Sym,HS,Sym-HS,1,,0
22,Snap-744.czi,12.126,970.259,570,3326,570,65535,Symbiont Area,19.255,Pedal disc,,,5,D2,Sym,HS,Sym-HS,1,,19.25464852
23,Snap-747.czi,55.972,334.055,201,2621,0,65535,Tentacle Area,0,Pedal disc,,,5,D3,Sym,HS,Sym-HS,1,,0
24,Snap-746.czi,16.468,740.911,460,2061,460,65535,Symbiont Area,29.423,Pedal disc,,,5,D3,Sym,HS,Sym-HS,1,,29.42185378
25,Snap-749.czi,24.351,455.198,289,2624,0,65535,Tentacle Area,0,Pedal disc,,,5,D4,Sym,HS,Sym-HS,1,,0
26,Snap-748.czi,8.806,960.368,605,2435,605,65535,Symbiont Area,36.161,Pedal disc,,,5,D4,Sym,HS,Sym-HS,1,,36.16278592
27,Snap-751.czi,83.908,325.741,163,2739,0,65535,Tentacle Area,0,Pedal disc,,,5,D5,Sym,HS,Sym-HS,1,,0
28,Snap-750.czi,16.922,574.949,349,2539,349,65535,Symbiont Area,20.167,Pedal disc,,,5,D5,Sym,HS,Sym-HS,1,,20.16732612
29,Snap-753.czi,113.738,246.387,96,2575,0,65535,Tentacle Area,0,Pedal disc,,,5,D6,Sym,HS,Sym-HS,1,,0
30,Snap-752.czi,19.82,587.926,349,3370,349,65535,Symbiont Area,17.426,Pedal disc,,,5,D6,Sym,HS,Sym-HS,1,,17.42601417
31,Snap-851.czi,157.819,259.371,93,3225,0,65535,Tentacle Area,0,Pedal disc,,,1,A1,Sym,Control,Sym-Control,5,,0
32,Snap-850.czi,46.335,715.096,446,2634,446,65535,Symbiont Area,29.359,Pedal disc,,,1,A1,Sym,Control,Sym-Control,5,,29.35958281
33,Snap-853.czi,108.605,193.904,90,2179,0,65535,Tentacle Area,0,Pedal disc,,,1,A1,Sym,Control,Sym-Control,5,,0
34,Snap-852.czi,30.98,748.322,472,2439,472,65535,Symbiont Area,28.526,Pedal disc,,,1,A1,Sym,Control,Sym-Control,5,,28.52539018
35,Snap-855.czi,12.588,493.665,204,1043,0,65535,Tentacle Area,0,Tentacle,,,1,A1,Sym,Control,Sym-Control,5,,0
36,Snap-854.czi,5.068,525.229,360,3584,360,65535,Symbiont Area,40.256,Tentacle,,,1,A1,Sym,Control,Sym-Control,5,,40.26056562
37,Snap-857.czi,5.277,501.668,232,1563,0,65535,Tentacle Area,0,Tentacle,,,1,A1,Sym,Control,Sym-Control,5,,0
38,Snap-856.czi,2.465,497.857,330,1409,330,65535,Symbiont Area,46.718,Tentacle,,,1,A1,Sym,Control,Sym-Control,5,,46.71214705
39,Snap-859.czi,126.951,331.447,136,2755,0,65535,Tentacle Area,0,Pedal disc,,,1,A2,Sym,Control,Sym-Control,5,,0
40,Snap-858.czi,34.761,768.371,487,2596,487,65535,Symbiont Area,27.381,Pedal disc,,,1,A2,Sym,Control,Sym-Control,5,,27.38143063
41,Snap-861.czi,3.876,428.049,268,675,0,65535,Tentacle Area,0,Tentacle,,,1,A2,Sym,Control,Sym-Control,5,,0
42,Snap-860.czi,1.44,1077.877,847,1643,847,65535,Symbiont Area,37.146,Tentacle,,,1,A2,Sym,Control,Sym-Control,5,,37.15170279
43,Snap-863.czi,89.181,329.19,191,2400,0,65535,Tentacle Area,0,Pedal disc,,,1,A3,Sym,Control,Sym-Control,5,,0
44,Snap-862.czi,19.74,742.87,446,2016,446,65535,Symbiont Area,22.135,Pedal disc,,,1,A3,Sym,Control,Sym-Control,5,,22.13475965
45,Snap-865.czi,114.178,308.795,178,1849,0,65535,Tentacle Area,0,Pedal disc,,,1,A4,Sym,Control,Sym-Control,5,,0
46,Snap-864.czi,32.356,748.9,462,2799,462,65535,Symbiont Area,28.338,Pedal disc,,,1,A4,Sym,Control,Sym-Control,5,,28.33820876
47,Snap-867.czi,5.852,530.251,285,1033,0,65535,Tentacle Area,0,Tentacle,,,1,A4,Sym,Control,Sym-Control,5,,0
48,Snap-866.czi,2.604,1584.63,1161,2700,1161,65535,Symbiont Area,44.493,Tentacle,,,1,A4,Sym,Control,Sym-Control,5,,44.49760766
49,Snap-869.czi,20.132,443.392,240,2213,0,65535,Tentacle Area,0,Pedal disc,,,1,A4,Sym,Control,Sym-Control,5,,0
50,Snap-868.czi,5.23,1285.04,792,2922,792,65535,Symbiont Area,25.977,Pedal disc,,,1,A4,Sym,Control,Sym-Control,5,,25.97854163
51,Snap-871.czi,92.599,384.774,227,2173,0,65535,Tentacle Area,0,Pedal disc,,,1,A5,Sym,Control,Sym-Control,5,,0
52,Snap-870.czi,19.891,760.759,464,2572,464,65535,Symbiont Area,21.481,Pedal disc,,,1,A5,Sym,Control,Sym-Control,5,,21.48079353
53,Snap-873.czi,145.837,316.191,161,2932,0,65535,Tentacle Area,0,Pedal disc,,,1,A6,Sym,Control,Sym-Control,5,,0
54,Snap-872.czi,40.098,780.047,482,2409,482,65535,Symbiont Area,27.495,Pedal disc,,,1,A6,Sym,Control,Sym-Control,5,,27.49508012
55,Snap-875.czi,51.49,302.654,196,1543,0,65535,Tentacle Area,0,Pedal disc,,,1,B1,Sym,Control,Sym-Control,5,,0
56,Snap-874.czi,16.897,709.296,439,2579,439,65535,Symbiont Area,32.817,Pedal disc,,,1,B1,Sym,Control,Sym-Control,5,,32.81608079
57,Snap-877.czi,22.059,1072.767,479,3436,0,65535,Tentacle Area,0,Pedal disc,,,1,B2,Sym,Control,Sym-Control,5,,0
58,Snap-876.czi,9.767,1433.329,950,2963,950,65535,Symbiont Area,44.276,Pedal disc,,,1,B2,Sym,Control,Sym-Control,5,,44.27671245
59,Snap-879.czi,64.549,329.574,209,1814,0,65535,Tentacle Area,0,Pedal disc,,,1,B3,Sym,Control,Sym-Control,5,,0
60,Snap-878.czi,14.811,689.739,423,1868,423,65535,Symbiont Area,22.945,Pedal disc,,,1,B3,Sym,Control,Sym-Control,5,,22.94535934
61,Snap-881.czi,74.896,258.993,129,2413,0,65535,Tentacle Area,0,Pedal disc,,,1,B4,Sym,Control,Sym-Control,5,,0
62,Snap-880.czi,22.026,753.617,462,2104,462,65535,Symbiont Area,29.409,Pedal disc,,,1,B4,Sym,Control,Sym-Control,5,,29.40878018
63,Snap-883.czi,27.544,417.041,273,2463,0,65535,Tentacle Area,0,Pedal disc,,,1,B5,Sym,Control,Sym-Control,5,,0
64,Snap-882.czi,10.079,781.204,530,2239,530,65535,Symbiont Area,36.592,Pedal disc,,,1,B5,Sym,Control,Sym-Control,5,,36.59236131
65,Snap-885.czi,49.158,273.437,161,1022,0,65535,Tentacle Area,0,Pedal disc,,,1,B6,Sym,Control,Sym-Control,5,,0
66,Snap-884.czi,15.981,718.041,459,2544,459,65535,Symbiont Area,32.51,Pedal disc,,,1,B6,Sym,Control,Sym-Control,5,,32.50945929
67,Snap-887.czi,50.22,286.243,177,2157,0,65535,Tentacle Area,0,Pedal disc,,,1,C1,Sym,Control,Sym-Control,5,,0
68,Snap-886.czi,15.152,631.77,394,1641,394,65535,Symbiont Area,30.171,Pedal disc,,,1,C1,Sym,Control,Sym-Control,5,,30.17124652
69,Snap-889.czi,45.999,553.326,335,4095,0,65535,Tentacle Area,0,Pedal disc,,,1,C2,Sym,Control,Sym-Control,5,,0
70,Snap-888.czi,14.532,831.74,499,1957,499,65535,Symbiont Area,31.591,Pedal disc,,,1,C2,Sym,Control,Sym-Control,5,,31.59199113
71,Snap-891.czi,55.903,635.449,378,4095,0,65535,Tentacle Area,0,Pedal disc,,,1,C4,Sym,Control,Sym-Control,5,,0
72,Snap-890.czi,14.698,935.22,575,2156,575,65535,Symbiont Area,26.291,Pedal disc,,,1,C4,Sym,Control,Sym-Control,5,,26.29197002
73,Snap-893.czi,98.128,349.204,156,800,0,65535,Tentacle Area,0,Pedal disc,,,1,C6,Sym,Control,Sym-Control,5,,0
74,Snap-892.czi,27.998,773.623,462,2166,462,65535,Symbiont Area,28.532,Pedal disc,,,1,C6,Sym,Control,Sym-Control,5,,28.53212131
75,Snap-895.czi,4.411,378.158,230,816,0,65535,Tentacle Area,0,Tentacle,,,1,C6,Sym,Control,Sym-Control,5,,0
76,Snap-894.czi,1.487,1444.934,924,2653,924,65535,Symbiont Area,33.718,Tentacle,,,1,C6,Sym,Control,Sym-Control,5,,33.7111766
77,Snap-897.czi,184.374,331.263,107,2325,0,65535,Tentacle Area,0,Pedal disc,,,1,D1,Sym,Control,Sym-Control,5,,0
78,Snap-896.czi,41.713,854.97,511,2715,511,65535,Symbiont Area,22.624,Pedal disc,,,1,D1,Sym,Control,Sym-Control,5,,22.62412271
79,Snap-899.czi,132.084,325.906,130,1274,0,65535,Tentacle Area,0,Pedal disc,,,1,D2,Sym,Control,Sym-Control,5,,0
80,Snap-898.czi,41.169,851.709,529,2366,529,65535,Symbiont Area,31.169,Pedal disc,,,1,D2,Sym,Control,Sym-Control,5,,31.16880167
81,Snap-903.czi,5.628,446.012,233,2022,0,65535,Tentacle Area,0,Tentacle,,,1,D2,Sym,Control,Sym-Control,5,,0
82,Snap-902.czi,2.221,1671.54,1223,2782,1223,65535,Symbiont Area,39.463,Tentacle,,,1,D2,Sym,Control,Sym-Control,5,,39.4633973
83,Snap-905.czi,26.922,819.655,298,2767,0,65535,Tentacle Area,0,Tentacle,,,1,D2,Sym,Control,Sym-Control,5,,0
84,Snap-904.czi,12.402,1334.571,901,2696,901,65535,Symbiont Area,46.068,Tentacle,,,1,D2,Sym,Control,Sym-Control,5,,46.06641409
85,Snap-907.czi,9.048,787.483,370,2746,0,65535,Tentacle Area,0,Tentacle,,,1,D2,Sym,Control,Sym-Control,5,,0
86,Snap-906.czi,2.735,1796.766,1121,2461,1121,65535,Symbiont Area,30.231,Tentacle,,,1,D2,Sym,Control,Sym-Control,5,,30.22767462
87,Snap-909.czi,57.441,543.627,342,2225,0,65535,Tentacle Area,0,Pedal disc,,,1,D4,Sym,Control,Sym-Control,5,,0
88,Snap-908.czi,16.815,791.197,476,2757,476,65535,Symbiont Area,29.274,Pedal disc,,,1,D4,Sym,Control,Sym-Control,5,,29.27351543
89,Snap-910.czi,466.889,285.745,0,3765,0,65535,Tentacle Area,0,Pedal disc,,,1,D5,Sym,Control,Sym-Control,5,,0
90,Snap-910.czi,22.089,515.095,321,1578,321,65535,Symbiont Area,4.731,Pedal disc,,,1,D5,Sym,Control,Sym-Control,5,,4.73110311
91,Snap-913.czi,6.96,358.652,175,1451,0,65535,Tentacle Area,0,Pedal disc,,,1,D6,Sym,Control,Sym-Control,5,,0
92,Snap-912.czi,2.333,1313.281,818,2772,818,65535,Symbiont Area,33.524,Pedal disc,,,1,D6,Sym,Control,Sym-Control,5,,33.52011494
93,Snap-915.czi,146.39,355.667,133,2435,0,65535,Tentacle Area,0,Pedal disc,,,2,A1,Sym,Control,Sym-Control,5,,0
94,Snap-914.czi,39.061,812.697,504,2470,504,65535,Symbiont Area,26.683,Pedal disc,,,2,A1,Sym,Control,Sym-Control,5,,26.68283353
95,Snap-917.czi,114.198,282.28,117,1798,0,65535,Tentacle Area,0,Pedal disc,,,2,A2,Sym,Control,Sym-Control,5,,0
96,Snap-916.czi,35.216,680.892,419,1744,419,65535,Symbiont Area,30.838,Pedal disc,,,2,A2,Sym,Control,Sym-Control,5,,30.83766791
99,Snap-919.czi,73.231,181.042,98,1341,0,65535,Tentacle Area,0,Pedal disc,,,2,A3,Sym,Control,Sym-Control,5,,0
100,Snap-918.czi,25.553,887.738,548,2055,548,65535,Symbiont Area,34.894,Pedal disc,,,2,A3,Sym,Control,Sym-Control,5,,34.89369256
101,Snap-921.czi,76.359,577.488,256,3968,0,65535,Tentacle Area,0,Pedal disc,,,2,A4,Sym,Control,Sym-Control,5,,0
102,Snap-920.czi,32.837,840.316,538,2367,538,65535,Symbiont Area,43.003,Pedal disc,,,2,A4,Sym,Control,Sym-Control,5,,43.00344426
175,Snap-923.czi,1.419,1295.538,678,4095,0,65535,Tentacle Area,0,Tentacle,,,2,A4,Sym,Control,Sym-Control,5,,0
176,Snap-922.czi,0.776,672.355,492,1082,492,65535,Symbiont Area,54.705,Tentacle,,,2,A4,Sym,Control,Sym-Control,5,,54.68639887
105,Snap-925.czi,50.476,695.304,292,4095,0,65535,Tentacle Area,0,Pedal disc,,,2,A5,Sym,Control,Sym-Control,5,,0
106,Snap-924.czi,13.919,970.866,595,2408,595,65535,Symbiont Area,27.576,Pedal disc,,,2,A5,Sym,Control,Sym-Control,5,,27.57548142
177,Snap-927.czi,1.77,1238.171,704,3960,0,65535,Tentacle Area,0,Tentacle,,,2,A5,Sym,Control,Sym-Control,5,,0
178,Snap-926.czi,0.934,995.883,641,1680,641,65535,Symbiont Area,52.783,Tentacle,,,2,A5,Sym,Control,Sym-Control,5,,52.76836158
109,Snap-929.czi,27.575,735.52,492,4095,0,65535,Tentacle Area,0,Pedal disc,,,2,A6,Sym,Control,Sym-Control,5,,0
110,Snap-928.czi,4.985,762.205,470,2031,470,65535,Symbiont Area,18.078,Pedal disc,,,2,A6,Sym,Control,Sym-Control,5,,18.07796917
111,Snap-931.czi,70.013,607.791,360,4095,0,65535,Tentacle Area,0,Pedal disc,,,2,B1,Sym,Control,Sym-Control,5,,0
112,Snap-930.czi,17.706,815.783,495,1912,495,65535,Symbiont Area,25.29,Pedal disc,,,2,B1,Sym,Control,Sym-Control,5,,25.28958908
113,Snap-933.czi,86.261,570.827,304,4095,0,65535,Tentacle Area,0,Pedal disc,,,2,B2,Sym,Control,Sym-Control,5,,0
114,Snap-932.czi,21.401,671.228,413,2063,413,65535,Symbiont Area,24.81,Pedal disc,,,2,B2,Sym,Control,Sym-Control,5,,24.8095895
115,Snap-935.czi,49.008,688.987,425,4095,0,65535,Tentacle Area,0,Pedal disc,,,2,B3,Sym,Control,Sym-Control,5,,0
116,Snap-934.czi,10.581,819.246,500,2177,500,65535,Symbiont Area,21.591,Pedal disc,,,2,B3,Sym,Control,Sym-Control,5,,21.5903526
117,Snap-937.czi,48.459,647.772,411,4095,0,65535,Tentacle Area,0,Pedal disc,,,2,B4,Sym,Control,Sym-Control,5,,0
118,Snap-936.czi,14.844,844.513,520,1735,520,65535,Symbiont Area,30.632,Pedal disc,,,2,B4,Sym,Control,Sym-Control,5,,30.63208073
119,Snap-939.czi,65.268,225.836,124,1360,0,65535,Tentacle Area,0,Pedal disc,,,2,B5,Sym,Control,Sym-Control,5,,0
120,Snap-938.czi,19.848,710.528,437,1989,437,65535,Symbiont Area,30.41,Pedal disc,,,2,B5,Sym,Control,Sym-Control,5,,30.41000184
121,Snap-941.czi,80.804,300.657,124,2607,0,65535,Tentacle Area,0,Pedal disc,,,2,B6,Sym,Control,Sym-Control,5,,0
122,Snap-940.czi,20.87,673.846,416,2140,416,65535,Symbiont Area,25.828,Pedal disc,,,2,B6,Sym,Control,Sym-Control,5,,25.82792931
123,Snap-943.czi,83.583,405.617,209,3374,0,65535,Tentacle Area,0,Pedal disc,,,2,C1,Sym,Control,Sym-Control,5,,0
124,Snap-942.czi,23.343,733.894,454,2575,454,65535,Symbiont Area,27.928,Pedal disc,,,2,C1,Sym,Control,Sym-Control,5,,27.92792793
125,Snap-945.czi,226.408,699.377,165,3562,0,65535,Tentacle Area,0,Pedal disc,,,2,C2,Sym,Control,Sym-Control,5,,0
126,Snap-944.czi,70.425,908.862,556,2580,556,65535,Symbiont Area,31.105,Pedal disc,,,2,C2,Sym,Control,Sym-Control,5,,31.10534963
127,Snap-947.czi,242.134,454.1,109,2223,0,65535,Tentacle Area,0,Pedal disc,,,2,C3,Sym,Control,Sym-Control,5,,0
128,Snap-946.czi,67.147,834.405,509,2705,509,65535,Symbiont Area,27.731,Pedal disc,,,2,C3,Sym,Control,Sym-Control,5,,27.73133885
129,Snap-949.czi,7.884,551.873,273,1002,0,65535,Tentacle Area,0,Tentacle,,,2,C3,Sym,Control,Sym-Control,5,,0
130,Snap-948.czi,3.438,917.123,582,1834,582,65535,Symbiont Area,43.608,Tentacle,,,2,C3,Sym,Control,Sym-Control,5,,43.60730594
131,Snap-951.czi,49.866,176.674,84,1050,0,65535,Tentacle Area,0,Pedal disc,,,2,C4,Sym,Control,Sym-Control,5,,0
132,Snap-950.czi,14.476,515.008,324,1924,324,65535,Symbiont Area,29.03,Pedal disc,,,2,C4,Sym,Control,Sym-Control,5,,29.02979986
133,Snap-953.czi,65.098,428.022,203,2763,0,65535,Tentacle Area,0,Pedal disc,,,2,C5,Sym,Control,Sym-Control,5,,0
134,Snap-952.czi,19.545,579.012,369,2240,369,65535,Symbiont Area,30.024,Pedal disc,,,2,C5,Sym,Control,Sym-Control,5,,30.02396387
135,Snap-955.czi,6.99,555.691,309,1917,0,65535,Tentacle Area,0,Tentacle,,,2,C6,Sym,Control,Sym-Control,5,,0
136,Snap-954.czi,2.69,1596.723,1067,3677,1067,65535,Symbiont Area,38.479,Tentacle,,,2,C6,Sym,Control,Sym-Control,5,,38.48354793
137,Snap-957.czi,2.69,843.037,529,1363,0,65535,Tentacle Area,0,Tentacle,,,2,C6,Sym,Control,Sym-Control,5,,0
138,Snap-956.czi,0.792,1224.15,797,2837,797,65535,Symbiont Area,29.43,Tentacle,,,2,C6,Sym,Control,Sym-Control,5,,29.44237918
181,Snap-959.czi,15.925,458.645,254,1205,0,65535,Tentacle Area,0,Tentacle,,,2,C6,Sym,Control,Sym-Control,5,,0
182,Snap-958.czi,6.958,1114.952,725,2307,725,65535,Symbiont Area,43.691,Tentacle,,,2,C6,Sym,Control,Sym-Control,5,,43.69230769
141,Snap-961.czi,138.364,380.733,149,4095,0,65535,Tentacle Area,0,Pedal disc,,,2,D1,Sym,Control,Sym-Control,5,,0
142,Snap-960.czi,38.49,748.372,455,2696,455,65535,Symbiont Area,27.818,Pedal disc,,,2,D1,Sym,Control,Sym-Control,5,,27.81792952
143,Snap-963.czi,143.683,378.498,211,4095,0,65535,Tentacle Area,0,Pedal disc,,,2,D2,Sym,Control,Sym-Control,5,,0
144,Snap-962.czi,26.743,779.483,462,2335,462,65535,Symbiont Area,18.612,Pedal disc,,,2,D2,Sym,Control,Sym-Control,5,,18.61250113
147,Snap-965.czi,5.959,1124.099,385,4095,0,65535,Tentacle Area,0,Tentacle,,,2,D2,Sym,Control,Sym-Control,5,,0
148,Snap-964.czi,0.933,962.086,625,1994,625,65535,Symbiont Area,15.656,Tentacle,,,2,D2,Sym,Control,Sym-Control,5,,15.65698943
149,Snap-967.czi,9.666,479.392,172,922,0,65535,Tentacle Area,0,Tentacle,,,2,D3,Sym,Control,Sym-Control,5,,0
150,Snap-966.czi,3.859,850.192,526,1858,526,65535,Symbiont Area,39.92,Tentacle,,,2,D3,Sym,Control,Sym-Control,5,,39.923443
151,Snap-969.czi,4.802,568.113,258,1471,0,65535,Tentacle Area,0,Tentacle,,,2,D3,Sym,Control,Sym-Control,5,,0
